lead_underwriter,profile,en_name,stock_code,name,listing_date,establish_date,organization,instit_type,listing_price,scope,market
海通证券股份有限公司,"    公司于1995年6月19日经宁波市人民政府以甬政发[1995]122号文批准,通过整体改组并由象山二建公司职工保障基金会、象山县乡镇局资产管理经营公司、上海龙元房地产开发有限公司和赖振元等30位自然人发起设立浙江象山二建集团股份有限公司。1997年12月25日,经浙江省人民政府和国家工商行政管理局批准,更名为龙元建设集团股份有限公司。1998年8月26日,由浙江省工商行政管理局换发了企业法人营业执照。","Long Yuan Construction Group Co.,Ltd.",龙元建设(600491),龙元建设集团股份有限公司,2004-05-24,1995-07-11,民营相对控股企业,其它,17.08,"工程建筑(资质特级),工程安装(资质壹级);市政、室内外装饰装潢(资质壹级);园林绿化工程、古建筑、地基与基础工程;水电安装;打桩;房地产开发经营;建筑装饰材料、电工器材的批发、零售、代购代销。承包境外工业与民用建筑工程和境内国际招标工程;上述境外工程所需的设备、材料出口;对外派遣实施上述境外工程的劳务人员。",上海证券交易所
光大证券有限责任公司,"    浙江东方集团股份有限公司系经浙江省股份制试点工作协调小组浙股[1992]47号文批准,由原浙江省针棉织品进出口公司独家发起,采用定向募集方式设立的股份有限公司,于1992年12月15日在浙江省工商行政管理局登记注册。,
    浙江东方集团股份有限公司股票已于1997年12月1日在上海证券交易所挂牌交易。","Zhejiang Orient Holdings Co.,Ltd.",浙江东方(600120),浙江东方集团股份有限公司,1997-12-01,1994-10-26,,其它,7.56,"进出口贸易(按商务部核定目录经营);房地产开发与经营;承包境外工程和境内国际招标工程;上述境外工程所需的设备、材料出口;对外派遣工程、生产及服务行业的劳动人员(不含海员),进口商品的国内销售,商品物流业务,实业投资开发,纺织原辅材料、百货、五金交电、工艺美术品、化工产品(不含危险品)、机电设备、农副产品、金属材料、建筑材料、矿产品(除专控)、医疗设备的销售,经济技术咨询。",上海证券交易所
,"    本公司原名为“黄石康赛股份有限公司”、“黄石服装股份有限公司”,由黄石服装厂独家发起,以其南湖分厂全部资产折股135万股(面值1元,下同)和募集社会个人股165万股而设立的股份有限公司,并经工商行政管理部门批准更名为黄石康赛时装股份有限公司。1993年3月经工商行政管理部门批准更名为黄石康赛集团股份有限公司1996年8月经中国证券监督管理委员会证监发字〔1996〕第158号文件批准,上海证券交易所以上证上字〔1996〕第069号文同意,本公司股票于1996年8月28日在上海证券交易所挂牌交易。,
    1999年5月公司更名为黄石康赛股份有限公司。2003年3月,公司名称更名为湖北天华股份有限公司。,
    2008年3月公告公司名称由“湖北天华股份有限公司”变更为“中茵股份有限公司”。,
    2017年7月14日,公司名称由“中茵股份有限公司”变更为“闻泰科技股份有限公司”;英文名称由“Join In(holding)Co.,Ltd.”变更为“Wingtech Technology Co.,Ltd.”。","Wingtech Technology Co.,Ltd.",闻泰科技(600745),闻泰科技股份有限公司,1996-08-28,1993-01-11,民营企业,其它,1.00,"电子软件产品开发;房地产开发经营;物业管理;酒店投资及酒店管理;对房地产、纺织、化工、电子及通信设备行业进行投资;销售纺织原料(不含棉花、蚕茧)、服装、金属材料、化工原料(不含危险品)、建筑材料;生产销售移动电话及其配件、移动通信交换设备、数字集群系统设备、半导体、电子元器件及其材料。(涉及许可经营项目,应取得相关部门许可后方可经营)",上海证券交易所
华泰联合证券有限责任公司,"    2006年3月14日,公司前身新峤网络设备(上海)有限公司成立。,
    2011年6月,公司名称变更为上海剑桥科技有限公司。,
    2012年7月6日,公司整体改制为股份公司并更名为上海剑桥科技股份有限公司。","Cig Shanghai Co.,ltd.",剑桥科技(603083),上海剑桥科技股份有限公司,2017-11-10,2006-03-14,中外合资企业,其它,15.05,"开发、设计、制作计算机和通信软件,计算机和通信网络设备维护;生产光纤交换机等电信终端设备(仅限分支机构经营),销售自产产品,并提供相关技术服务、咨询服务以及相关的产品的维修和再制造业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
华夏证券有限公司,"    北京同仁堂股份有限公司系经北京市经济体制改革委员会京体改发(1997)11号批复批准,由中国北京同仁堂(集团)有限责任公司独家发起,以募集方式设立的股份有限公司。本公司于1997年5月29日发行人民币普通股5000万股,1997年6月18日成立,并于1997年6月25日在上海证券交易所正式挂牌。","Beijing Tongrentang Co.,ltd.",同仁堂(600085),北京同仁堂股份有限公司,1997-06-25,1997-06-18,,其它,7.08,"制造、加工中成药制剂、化妆品、酒剂、涂膜剂、软胶囊剂、硬胶囊剂、保健酒、加工鹿、乌鸡产品、营养液制造(不含医药作用的营养液)。经营中成药、中药材、西药制剂、生化药品、保健食品、定型包装食品、酒、医疗器械、医疗保健用品。零售中药饮片、保健食品、定型包装食品(含乳冷食品)、图书、百货。中医科、内科专业、外科专业、妇产科专业、儿科专业、皮肤科专业、老年病科专业诊疗。技术咨询、技术服务、技术开发、技术转让、技术培训、劳务服务。药用动植物的饲养、种植;养殖梅花鹿、乌骨鸡、麝、马鹿。广告设计制作。危险货物运输(3类)、普通货运。物业管理和供暖服务。出租办公用房、出租商业用房。自营和代理各类商品及技术的进出口业务,但国家限定公司经营或禁止进出口的商品及技术除外。",上海证券交易所
国金证券股份有限公司,"    公司前身为""上海翔港印务有限公司"",成立于2006年8月30日。,
    2015年11月9日,有限公司整体变更设立""上海翔港包装科技股份有限公司""。","Shanghai Sunglow Packaging Technology Co.,Ltd.",翔港科技(603499),上海翔港包装科技股份有限公司,2017-10-16,2006-08-30,民营企业,其它,9.24,"包装科技、印务技术领域的技术服务、技术咨询、技术开发、技术转让,包装印刷、其他印刷(凭许可证经营),纸质包装、PET包装、标签的生产、销售,设计、制作各类广告,信息技术服务,软件的开发、销售,电脑设备及配件、传感器、五金机械电子设备及配件、打印耗材、包装材料、工艺礼品、文化用品、音响器材、木制品、建筑装潢材料的销售,自有房屋租赁,物业管理,从事货物及技术的进出口业务,道路货物运输。【依法须经批准的项目,经相关部门批准后方可开展经营活动】",上海证券交易所
上海海通证券公司,"    公司原名上海浦东大众出租汽车股份有限公司,由上海浦东大众汽车股份有限公司等4家单位共同发起设立,前身为上海大众科技创业(集团)股份有限公司,于1991年12月24日成立,1993年3月4日在上海证券交易所上市。","Shanghai Dazhong Public Utilities(Group) Co.,Ltd.",大众公用(600635),上海大众公用事业(集团)股份有限公司,1993-03-04,1991-12-24,民营相对控股企业,其它,35.00,"实业投资,兴办各类经济实体,国内商业(除专项审批规定),附设各类分支机构,项目投资,投资控股,资产重组,收购兼并及相关业务咨询与转让(上述经营范围涉及审批或许可经营的凭审批件和许可证经营)。",上海证券交易所
东方证券有限责任公司,"    公司公司前身为上海交大昂立生物制品有限公司,1997年12月24日由上海交通大学、大众交通(集团)股份有限公司、上海茸北工贸实业总公司、上海新路达商业(集团)有限公司、上海国际株式会社、上海交大昂立股份有限公司职工持股会、上海交大南洋股份有限公司、上海市教育发展有限公司、上海市第一医药商店有限公司九家发起人股东在原上海交大昂立生物制品有限公司的基础上以发起设立方式成立的股份公司。2001年6月18日公司在上海证券交易所以上网定价方式向社会公众发行了5000万股人民币普通股(A股)。","Shanghai Jiaoda Onlly Co.,Ltd.",交大昂立(600530),上海交大昂立股份有限公司,2001-07-02,1997-12-24,民营相对控股企业,其它,13.77,"生物制品、保健食品、保健用品、营养食品、参制品、消毒用品、配制酒、饮料、蜂产品、茶制品及代用茶、特殊膳食食品、方便食品、其他食品等产品的生产和销售;食品分装;房地产开发经营;国内贸易(除专项规定)、咨询服务;经营本企业自产产品及技术的出口业务,经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品除外),经营进料加工和“三来一补”业务;投资举办企业(国家禁止外商投资的行业除外,国家限制外商投资的行业或有特殊规定的,须依法履行相关程序)(涉及行政许可的凭许可证经营)。",上海证券交易所
"中国东方信托投资公司,南方证券有限公司","    公司前身系江西光学仪器总厂,1997年4月1日经江西省人民政府以赣股[1997]02号文批准设立的股份有限公司。1997年4月29日,经中国证券监督管理委员会以证监发[1997]191号文和证监发[1997]192号文批准,1997年5月23日在上海证券交易所上市,向社会公众公开发行境内上市内资股(A股)。",Phenix Optical Company Limited,凤凰光学(600071),凤凰光学股份有限公司,1997-05-28,1997-05-23,国有企业,其它,5.60,"光学镜头、照相器材、望远镜、钢片快门、水晶饰品、电子产品及通信设备、光学原材料、仪器零配件的制造、批发、零售、光学加工、机械加工、经营本企业和本成员企业自产产品及相关技术的出口业务、经营本企业和本企业成员企业生产科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家限定公司经营和禁止进出口的商品除外)、经营本企业的进料加工和""三来一补""业务(以上项目国家有专项规定的除外)。",上海证券交易所
长城证券有限责任公司,"    公司是由新疆石河子造纸厂、新疆教育出版社、新疆出版印刷集团公司、新疆建设兵团印刷厂、新疆石河子白杨酒业有限公司于1999年12月30日发起设立的股份有限公司。2001年6月15经中国证券监督管理委员会以""证监发行字(2001)34号""文件批准,本公司向社会公开发行人民币普通股股票3000万股,并于2001年6月28日在上海证券交易所挂牌交易。,
    2013年12月31日,公司名称由""新疆天宏纸业股份有限公司""变更为""新疆天润乳业股份有限公司"",公司英文名称由""Xinjiang Tianhong Papermaking Co.,Ltd.""变更为""Xinjiang Tianrun Dairy Co.,Ltd.""。","Xinjiang Tianrun Dairy Co.,Ltd.",天润乳业(600419),新疆天润乳业股份有限公司,2001-06-28,1999-12-30,,其它,5.80,乳制品的生产和销售。,上海证券交易所
海通证券有限公司,"    公司原名北海通发实业股份有限公司,是经广西壮族自治区人民政府以""桂体改股字(1993)106号""文批准,于1993年11月28日以定向募集方式设立的股份有限公司。1998年9月30日经广西壮族自治区人民政府以""桂体改股字(1998)33号""文批准,公司更名为广西北生药业股份有限公司,2001年7月26日,经中国证券监督管理委员会核准,公司在上海证券交易所上网定价发行人民币普通股4,120万股。,
    2001年8月7日,公司4,532万股社会公众股在上海证券交易所挂牌交易。,
    2014年12月30日,公司名称由“广西北生药业股份有限公司”变更为“广西慧球科技股份有限公司”;英文名称由“Guangxi Beisheng Pharmaceutical Co.,Ltd.”变更为“Guangxi Future Technology Co.,Ltd.”。,
    2017年6月6日,公司名称由""广西慧球科技股份有限公司""变更为""广西慧金科技股份有限公司"",英文名称由""Guangxi Future Technology Co.,Ltd.""变更为""Guangxi Fortune Technology Co.,Ltd.""。","Guangxi Fortune Technology Co.,Ltd.",ST慧球(600556),广西慧金科技股份有限公司,2001-08-07,1993-11-28,民营相对控股企业,其它,9.60,"通信技术、信息科技、计算机、电子科技的技术开发、技术服务、技术咨询,计算机网络工程,计算机软硬件开发,通讯器材、自动化控制系统的销售、设计、安装及售后服务,从事货物及技术的进出口业务(以上项目不含互联网上网服务)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
华夏证券有限公司,"    公司的前身为江西纸业股份有限公司。,
    2007年2月5日经江西省工商行政管理局核准,公司法定名称变更为“江西中江地产股份有限公司”。,
    2015年12月21日完成了公司名称变更登记手续,公司名称由“江西中江地产股份有限公司”变更为“昆吾九鼎投资控股股份有限公司”。英文名称由“Jiangxi Zhong Jiang Real Estate Co.,ltd.”变更为“Kunwu Jiuding Investment Holdings Co.,ltd”。","Kunwu Jiuding Investment Holdings Co.,Ltd.",九鼎投资(600053),昆吾九鼎投资控股股份有限公司,1997-04-18,1997-04-14,民营企业,投资公司,5.60,投资管理;投资咨询;房地产开发经营;土地开发及经营;对旅游项目的投资;装饰工程;建筑材料的生产、销售;建筑工程的设计与规划;物业管理;资产管理;自有房屋租赁(以上项目国家有专项规定的除外)。,上海证券交易所
招商证券股份有限公司,"    2006年6月19日,公司前身南京我乐家居制造有限公司成立。,
    2015年5月15日,公司名称由南京我乐家居制造有限公司变更为南京我乐家居股份有限公司。","Nanjing Olo Home Furnishing Co.,ltd.",我乐家居(603326),南京我乐家居股份有限公司,2017-06-16,2006-06-19,中外合资企业,其它,9.87,"家具、厨房卫生间用具、家居装饰;新型建筑材料(轻质高强多功能墙体材料、高档环保型装饰装修材料、优质防水密封材料、高效保温材料);日用品、配件和附件;木制品(木地板);石英石台面的设计、生产;装饰材料、涂料、瓷砖;家用电器、燃气灶具、吸油烟机、消毒柜、燃气热水器、电热水器、电磁炉、烤箱、洗碗机、微波炉、水龙头、水槽(国家禁止和限制的产品除外)的委托生产及相关配套服务,销售自产产品。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
招商证券股份有限公司,"    郑州安图生物工程股份有限公司前身郑州安图绿科生物工程有限公司于1999年9月15日设立,2012年整体变更为郑州安图生物工程股份有限公司。2012年12月20日,公司在河南省工商行政管理局办理完工商变更登记手续,取得了410198400000498号。","Autobio Diagnostics CO.,Ltd.",安图生物(603658),郑州安图生物工程股份有限公司,2016-09-01,1999-09-15,中外合资企业,其它,14.58,"药品(体外诊断试剂)的研发、生产、销售、咨询与服务;医疗器械(6840体外诊断试剂)的生产;医疗器械的研发、销售、咨询与服务;办公、实验或生产用设备、配件、试剂和耗材(非医疗器械)的研发、生产、销售、咨询与服务;货物的储存运输;生物技术、计算机及网络技术的研发、销售、咨询与服务;货物和技术的进出口业务。(以上涉及审批或许可的,凭有效批准文件或许可证生产经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
广发证券股份有限公司,"    公司前身长兴诺力机械有限责任公司,于2000年3月3日在长兴县工商行政管理局注册成立,浙江省人民政府企业上市工作领导小组以(浙上市[2002]96号)批准,由长兴诺力机械有限责任公司整体变更为股份有限公司,2003年2月13日,公司在浙江省工商行政管理局办理了工商注册登记。,
    2016年6月,公司名称由“浙江诺力机械股份有限公司”变更为“诺力机械股份有限公司”,英文名称由“Zhejiang Noblelift Equipment Joint Stock Co.,ltd.”变更为“Noblift Equipment Joint Stock CO.,LTD”。","Noblelift Equipment Joint Stock CO.,LTD.",诺力股份(603611),诺力机械股份有限公司,2015-01-28,2000-03-03,民营企业,其它,18.37,"智能仓储物流设备、起重运输设备、自动化立体仓库成套设备、输送设备及辅助设备、自动控制系统、货架、金属结构、液压搬运设备、高空作业平台、多功能电力抢修平台、建筑机械、起重运输设备及配件、五金工具、叉车、电子电器的设计、制造、加工、销售、安装、租赁、维修、售后服务,机械设备的销售及租赁服务,电瓶的租赁及维修,经营进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
华泰证券有限责任公司,"    金陵饭店股份有限公司(以下简称公司)是经江苏省人民政府苏政复[2002]156号《省政府关于同意设立金陵饭店股份有限公司的批复》批准,由南京金陵饭店集团有限公司作为主要发起人,联合新加坡欣光投资有限公司、江苏交通控股有限公司、江苏省出版印刷物资公司和南京消防技术服务事务所四家发起人以发起方式设立的股份有限公司。公司股票于2007年4月6日在上海证券交易所上市交易。","Jinling Hotel Corporation,Ltd.",金陵饭店(601007),金陵饭店股份有限公司,2007-04-06,2002-12-30,,其它,4.25,"住宿;制售中餐、西餐、自助餐、冷热饮、焙烤食品;食品零售(限各类预包装食品、饮料、茶叶,限分支机构经营);房地产开发、销售;商业地产销售;以下限分支机构经营:图书、报刊零售,卷烟、雪茄烟、烟丝零售,象牙制品销售(仅限销售具有""中国野生动物经营利用管理专用标识""产品)。实业投资经营(国家禁止投资经营的业务除外),其他商品的批发、零售,食品的开发,物业管理,计算机网络工程及软件的开发和相关的技术服务,企业形象策划,展览服务,人才培训,经济信息咨询服务,房屋租赁,旅游产业投资,停车场管理服务。",上海证券交易所
摩根士丹利华鑫证券有限责任公司,"    2000年1月31日,德宏有限前身湖州德宏汽车电机厂成立。,
    2001年4月9日,湖州德宏汽车电机厂改制为湖州德宏汽车电器系统有限公司。,
    2009年11月23日,德宏有限通过股东会决议,将公司名称变更为""浙江德宏汽车电器系统有限公司""。德宏有限于2010年7月29日通过股东会决议,决定公司整体变更设立股份公司,整体变更基准日确定为2010年7月31日。2010年9月28日,公司在湖州市工商行政管理局完成了工商变更登记手续,并取得了。","Zhejiang Dehong Automotive Electronic & Electrical Co.,Ltd.",德宏股份(603701),浙江德宏汽车电子电器股份有限公司,2016-04-12,2000-01-31,民营企业,其它,13.50,"汽车电机及配件、真空泵、汽车电子装置、电气机械的研发、制造、销售,货物和技术的进出口,实业投资,自有房屋出租。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
中信证券股份有限公司,"    本公司原称“牡丹江天宇股份有限公司”由原牡丹江造纸厂(现已改制更名为“牡丹江恒丰纸业集团有限责任公司”)以定向募集方式设立的股份有限公司。本公司于1994年3月6日在黑龙江省工商行政管理局注册登记。1998年7月16日,黑龙江省经济体制改革委员会以黑体改复[1998]39号文件批准“牡丹江天宇股份有限公司”更名为“牡丹江恒丰纸业股份有限公司”。,
    2000年12月18日至2000年12月28日,本公司以上网定价发行方式向社会公众公开发行人民币普通股(A股)4000万股,并于2001年4月在上海证券交易所挂牌上市。,
    2005年11月25日,本公司实施了股权分置改革。","Mudanjiang Hengfeng Paper Co.,Ltd.",恒丰纸业(600356),牡丹江恒丰纸业股份有限公司,2001-04-19,1994-03-06,,其它,7.09,"纸、纸浆和纸制品的制造、销售;造纸原辅料生产、销售及技术开发;制浆、造纸工艺设计和技术服务,造纸机械设备的加工、安装和维修;经营公司自产产品及技术的出口业务;经营公司生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务。",上海证券交易所
东方花旗证券有限公司,"    公司前身为新疆雪峰民用爆破器材有限责任公司,2011年12月30日,公司领取乌鲁木齐市工商行政管理局换发的650100030002069号,公司整体变更为新疆雪峰科技(集团)股份有限公司。","Xinjiang Xuefeng Sci-tech(group)co.,ltd.",雪峰科技(603227),新疆雪峰科技(集团)股份有限公司,2015-05-15,1984-06-27,,其它,4.98,"民用爆炸器材生产、销售;地爆器材回收利用。化工生产设备制造,仪器仪表、五金交电、机电产品销售,停车场;房屋租赁;装卸;劳务管理;货物与技术的进出口。(依法需经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
光大证券有限责任公司,"    浙江万好万家实业股份有限公司的前身为无锡庆丰股份有限公司,是由无锡庆丰发展有限公司整体变更设立的股份有限公司。,
    无锡庆丰发展有限公司的前身为无锡庆丰纺织有限公司,是于1992年成立的中外合资企业。,
    1999年10月,无锡庆丰纺织有限公司性质由中外合资企业变更为国内合资的有限责任公司,同时更名为无锡庆丰发展有限公司。,
    2000年3月28日,无锡庆丰发展有限公司整体变更为无锡庆丰股份有限公司。,
    2003年2月20日,无锡庆丰股份有限公司发行的6000万股人民币普通股(A股)在上海证券交易所挂牌上市。,
    2007年7月,公司名称由""无锡庆丰股份有限公司""变更为""浙江万好万家实业股份有限公司""。,
    2015年10月22日,公司名称由“浙江万好万家实业股份有限公司”变更为“浙江万好万家文化股份有限公司”。,
    2017年9月19日,公司名称由“浙江万好万家文化股份有限公司”变更为“浙江祥源文化股份有限公司”,英文名称由“Zhejiang Wanjia Co.,Ltd.”变更为“Zhejiang Sunriver Culture Co.,ltd”。","Zhejiang Sunriver Culture Co.,Ltd.",祥源文化(600576),浙江祥源文化股份有限公司,2003-02-20,1992-09-24,民营企业,其它,6.28,"文化咨询,动漫设计,影视策划,金融信息咨询服务(不含证券、期货),体育信息咨询,教育信息咨询,软件开发,投资管理,实业投资,资产管理,企业管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
海通证券有限公司,"    上海贝岭股份有限公司是经上海市人民政府以沪府[1998]24号文批准,由上海仪电控股(集团)公司和上海贝尔电话设备制造有限公司共同发起并经中国证券监督管理委员会以""证监发字(1998)217号""文批准,向社会公开募集股份设立的股份有限公司。1998年9月12日由国家工商行政管理局颁发了企业法人营业执照,注册号为企股沪总字第000289号。","Shanghai Belling Corp.,Ltd.",上海贝岭(600171),上海贝岭股份有限公司,1998-09-24,1998-09-22,国有企业,其它,6.53,"集成电路、分立器件、相关模块和多媒体信息系统配套产品的设计制造,电子专用设备及仪器的设计制造,技术服务及咨询,销售自产产品,从事货物及技术进出口业务,自有房屋租赁,停车场经营。(企业经营涉及行政许可的,凭许可证件经营)。",上海证券交易所
国信证券有限责任公司,"    本公司的前身为""深圳爱迷尔食品有限公司"",是经深圳市工商行政管理局核准,于1992年12月18日正式设立的中外合资经营企业,主要从事太太口服液的生产和销售。,
    1994年1月19日,本公司更名为""深圳太太保健食品有限公司""。1995年7月4日,本公司又更名为""深圳太太药业有限公司""。,
    1999年9月16日和11月10日,经本公司股东会决议和深圳市人民政府深府(1999)197号文批准,本公司以1999年8月31日为股份制改组基准日,整体改组为股份有限公司。公司于1999年11月24日更名为""深圳太太药业股份有限公司""。2001年2月6日,中国证券监督管理委员会以证监发行字[2001]21号文,同意本公司向社会公众发行境内上市内资股(A股)股票。2001年6月8日,本公司股票在上海证券交易所上市交易。,
    2003年6月4日,本公司更名为""深圳健康药业集团股份有限公司""。同年9月29日,本公司更名为""健康元药业集团股份有限公司""。","Joincare Pharmaceutical Group Industry Co.,Ltd.",健康元(600380),健康元药业集团股份有限公司,2001-06-08,1992-12-18,民营相对控股企业,其它,24.80,"药品、中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂的研发(不含国家保护资源的中药材、中成药秘方产品的研发)、批发、进出口及相关配套业务(不涉及国营贸易管理商品,涉及配额、许可证管理及其它专项规定管理的商品,按国家有关规定办理申请);食品、保健食品、化妆品的研发;预包装食品销售(不含冷藏冻食品)、特殊食品销售(保健食品销售)。",上海证券交易所
联合证券有限责任公司,"    包头北方创业股份有限公司是经内蒙古自治区工商行政管理局核准于2000年12月29日成立的股份有限公司。,
    2004年5月18日,包头北方创业股份有限公司于2004年4月26日在上海证券交易所首次公开向社会公众发行的人民币普通股5000万股在上海证券交易所挂牌上市。,
    2017年3月15日,公司名称由“包头北方创业股份有限公司”变更为“内蒙古第一机械集团股份有限公司”;英文名称由“Baotou Beifang Chuangye Co.,Ltd.”变更为“Inner Mongolia First Machinery Group Co.,Ltd.”。","Inner Mongolia First Machinery Group Co.,Ltd.",内蒙一机(600967),内蒙古第一机械集团股份有限公司,2004-05-18,2000-12-29,国有企业,其它,7.20,"坦克装甲车辆及轮式装甲车辆设计、研发、制造、销售及售后服务;机械制造;汽车、专用汽车、铁路车辆、工程机械整车及零配件设计、研发、制造、采购、销售及售后服务;本企业生产所需原辅材料、机械设备、仪器仪表及技术的进口业务;冶炼冲锻工具制造、计算机软件、集装箱配件、金属制品、非金属制品、橡胶制品、塑料制品、铸造材料、模具、普通机械、环保设备、回转支承产品、压力容器产品、特种防护产品、安全应急装备设计、研发、制造、销售及售后服务;铁路机车、货车、客车零部件以及高铁零部件的研制、开发、生产、销售;航空、航天、船舶机械、石油机械、煤炭机械、包装机械、电力设备、风力发电设备零部件的研制、开发、生产、采购、销售及技术服务;矿山机械、液压成型设备及元部件设计、开发、生产、采购、销售及技术服务;煤机设备制造、销售及维修;进出口业务经营(国家禁止或限制公司经营的商品和技术除外);机械设备安装;特种车辆及零部件研制、开发、生产、采购、销售、维修及技术服务;技术服务;产品试验检测;金属材料、建筑材料、化工产品(危险品除外)的购销;冶金机械;铸造、机械加工、精密加工、装配焊接、组焊装配、数控切割、冲压、特种材料处理、热处理、表面热处理、防腐涂装、劳务分包、仓储、装卸、采掘工程承包,自有房屋租赁,机械设备租赁及其技术咨询服务;普通货运;氮气制品、氩气制品、二氧化碳制品、氧气制品生产、销售;检测和校准技术服务;机电设备保全、修理(安装)、改造。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
东北证券有限责任公司,"    吉林物华集团股份有限公司为1993年3月28日经吉林省经济体制改革委员会吉改股批〔1993〕50号文批准设立的股份有限公司。,
    2000年10月，经中国证券监督管理委员会证监发行字〔2000〕139号文批复，本公司获准向社会公开发行人民币普通股股票3,500万股。本公司人民币普通股于2000年11月23日在上海证券交易所挂牌上市交易，股票代码600247。,
    吉林物华集团股份有限公司在2008年5月29日召开的2007年年度股东大会上审议通过了《关于变更公司名称的议案》。经吉林市工商局核准登记，“吉林物华集团股份有限公司”全称变更为“吉林成城集团股份有限公司”。","Jilin Chengcheng Group Co.,Ltd.",ST成城(600247),吉林成城集团股份有限公司,2000-11-23,1981-12-26,民营企业,其它,4.80,企业利用自有房屋对外出租；机械设备、五金交电及电子产品批发、零售；计算机软件开发及技术咨询、服务；仓储业；污水处理及其再生利用（需专项审批除外）；进出口贸易（国家法律法规禁止的进出口商品除外）；有色金属经销。,上海证券交易所
国泰君安证券股份有限公司,"    国投新集能源股份有限公司1997年11月27日经国家体改委颁发的体改字[1997]188号文批准,由国投煤炭有限公司、国华能源有限公司和安徽新集煤电(集团)有限公司共同出资组建,1997年12月1日在国家工商行政管理总局登记注册为股份有限公司。,
    2007年12月19日,国投新集能源股份有限公司股票在上海证券交易所挂牌交易。,
    2017年2月24日,公司名称由“国投新集能源股份有限公司”变更为“中煤新集能源股份有限公司”,英文名称由“Sdic Xinji Energy Co.,Ltd.”变更为“China Coal Xinji Energy CO.,LTD.”。","China Coal Xinji Energy CO.,LTD.",新集能源(601918),中煤新集能源股份有限公司,2007-12-19,1997-12-01,国有企业,其它,5.88,"煤炭开采及洗选加工;火力发电;本企业和本企业成员企业自产产品及相关技术的出口业务(国家组织统一联合经营的出口商品除外);经营本企业和本企业成员企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家实行核定公司经营的进口商品除外);经营本企业的进料加工和""三来一补""业务,煤炭铁路运输,矿区铁路专用线的运营、管理;煤炭技术管理咨询,信息化咨询与服务、技术开发与服务,煤炭购销业务。矿用设备的维修、加工、安装和销售、承包运营;货物运输及仓储,集装箱装卸,车辆维修,建筑工程、路桥工程施工及道路绿化工程。受托煤矿管理、建设及承包经营,安全技术培训、技能培训,社会通用工种培训,劳务输出,资产租赁,园林绿化及养护,农渔业养殖,生态农业开发,餐饮住宿业,安保服务,养老产业,电子商务。",上海证券交易所
广东证券股份有限公司,"    广东冠豪高新技术股份有限公司前身湛江冠豪纸业有限公司,于1993年7月15日在湛江市经济技术开发区工商行政管理局登记注册成立。,
    1999年7月,经广东省人民政府""粤办函[1999]383号""和广东省体改委""粤体改[1999]041号""文批复,由湛江冠豪纸业有限公司整体变更为广东冠豪高新技术股份有限公司。,
    2003年6月19日,广东冠豪高新技术股份有限公司的股票在上海证券交易所挂牌上市。","Guangdong Guanhao High-Tech Co.,Ltd.",冠豪高新(600433),广东冠豪高新技术股份有限公司,2003-06-19,1993-07-15,国有企业,其它,4.60,"本企业自产产品及技术的进出口;生产所需原辅材料等商品及技术的进口;进料加工和""三来一补""(按[2000]粤外经贸登字第002号文经营)。生产、销售热敏传真纸及其原纸、无碳复写纸及其原纸、微胶囊、电脑打印纸、商业表格纸,科学仪器记录纸、小卷传真纸、感应纸、彩色喷墨打印纸、特种防伪纸等特种纸及从事商业表格印刷业务。研发、生产、销售不干胶材料、离型纸及综合应用服务;加工纸制造、销售;化工原料(不含危险品)销售;非食用淀粉及淀粉制品的制造及销售;油页岩销售;粘土及其他土砂石销售。",上海证券交易所
