lead_underwriter,profile,en_name,stock_code,name,listing_date,establish_date,organization,instit_type,listing_price,scope,market
申万宏源证券承销保荐有限责任公司,"    公司前身系龙口市道恩工程塑料有限公司,成立于2002年12月6日。2010年12月29日,龙口市道恩工程塑料有限公司整体变更设立为山东道恩高分子材料股份有限公司。","Shandong Dawn Polymer Co.,ltd.",道恩股份(002838),山东道恩高分子材料股份有限公司,2017-01-06,2002-12-06,民营企业,其它,15.28,"弹性体、改性塑料产品的开发、生产与经营,经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务(国家限定公司经营或禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
东兴证券股份有限公司,"    2001年3月28日,公司前身无锡市洪汇化工有限公司成立。,
    2009年7月3日,变更公司名称为无锡市洪汇树脂有限公司。,
    2011年12月6日,有限公司整体变更为股份公司,并更名为“无锡洪汇新材料科技股份有限公司”。","Wuxi Honghui New Materials Technology Co.,ltd.",洪汇新材(002802),无锡洪汇新材料科技股份有限公司,2016-06-29,2001-03-28,民营企业,其它,9.52,"氯乙烯—醋酸乙烯共聚树脂和氯乙烯共聚乳液的研发、制造和销售;塑料制品的销售;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法需经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
深圳国际信托投资总公司,"    深圳市物业发展(集团)股份有限公司系经广东省深圳市人民政府深府办复[1991]831号文批准,在原深圳市物业发展总公司的基础上于1982年1月改组成立的股份有限公司。持440301103570124号企业法人营业执照。",Shenzhen Properties & Resources Development (Group) Ltd.,深物业A(000011),深圳市物业发展(集团)股份有限公司,1992-03-30,1983-01-17,,其它,3.60,"房地产开发及商品房销售,商品楼宇的建筑、管理,房屋租赁,建设监理。国内商业、物资供销业(不含专营专卖专控商品)。兼营:物业租赁及管理、商业、运输业、饮食旅游业等。",深圳证券交易所
平安证券有限责任公司,"    公司前身为""芜湖亚夏实业有限公司"",系由宁国亚夏和宁国汽车共同以实物资产方式出资设立。,
    2006年11月30日股份公司成立。,
    2016年7月,公司名称由""芜湖亚夏汽车股份有限公司""变更为""亚夏汽车股份有限公司"";英文名称由""Wuhu Yaxia Automobile Corporation""变更为""Yaxia Automobile Corporation""。",Yaxia Automobile Corporation,亚夏汽车(002607),亚夏汽车股份有限公司,2011-08-10,1999-08-25,民营企业,其它,22.35,"品牌轿车销售、维修、装潢、美容,汽车配件销售、维修;汽车信息咨询服务;品牌轿车二手车销售;汽车租赁。",深圳证券交易所
光大证券有限责任公司,"    公司前身系中国振华电子集团公司,是由中国振华电子集团有限公司独家发起并以募集方式设立的高科技股份制企业。,
    1997年6月始进行股份制改组,将原公司的全部生产经营性资产折为国有法人股10500万股,经1997年6月17日发行后,上市时总股本达17500万股,其职工股700万股将于公众股6300万股1997年7月3日在深证所上市交易期满半年后上市流通,股票代码:000733。","China Zhenhua (Group) Science & Technology Co.,Ltd.",振华科技(000733),中国振华(集团)科技股份有限公司,1997-07-03,1997-06-26,国有相对控股企业,其它,7.81,自产自销电子产品、机械产品；贸易、建筑、经济信息咨询、技术咨询、开发、转让及服务，自产自销电子信息产品、光机电一体化产品、经济技术服务，电力电工产品、断路器、高低压开关柜、电光源产品、特种灯泡、输配电设备。,深圳证券交易所
,"    公司前身为成都九星纺织集团公司的主体企业四川第一棉纺织印染厂,始建于1958年。,
    1989年7月成都市体改委、财政局联合行文以成体改「1989」033号批准成立本公司。1990年4月30日,本公司依法在成都市工商行政管理局注册登记,为四川第一纺织股份有限公司。1993年10月4日,本公司依法在成都市工商行政管理局注册登记,为四川第一纺织股份有限公司。,
    2011年12月30日,经铁岭市工商行政管理局核准,公司名称由“四川中汇医药(集团)股份有限公司”变更为:“铁岭新城投资控股股份有限公司”。",Tieling Newcity Investment Holding Limited,*ST新城(000809),铁岭新城投资控股股份有限公司,1998-06-16,1990-04-30,,投资公司,1.00,区域土地征用、市政基础设施建设、土地开发、项目开发、投资、管理咨询等。,深圳证券交易所
中国工商银行四川省信托投资公司,   公司前身为泸州老窖酒厂，始建于1950年3月，1993年9月20日经四川省经济体制改革委员会川体改(1993)105号文批准，由泸州老窖酒厂以其经营性资产独家发起以募集方式设立的股份有限公司。1993年10月25日经四川省人民政府川府函（1993）673号文和中国证券监督管理委员会证监发审字（1993）108号文批准同意公开发行股票，于1994年5月9日在深交所挂牌交易。公司营业执照由四川省泸州市工商行政管理局颁发，注册号：5105001800002,"Luzhou Laojiao CO.,LTD.",泸州老窖(000568),泸州老窖股份有限公司,1994-05-09,1994-03-15,,其它,5.83,泸州老窖系列酒的生产、销售；进出口经营（企业自产产品及相关技术出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；承办中外合资经营，合作生产及“三来一补”业务）；科技开发，技术咨询，工贸，宾馆，旅游，建材，汽车运输，维修配件，化工原料，曲药的生产销售等。,深圳证券交易所
宏源证券股份有限公司,"    本公司前身为浙江台州爱仕达电器有限公司,经2007年10月8日爱仕达有限公司股东会决议和2007年12月16日公司创立大会审议通过,浙江台州爱仕达电器有限公司整体变更为浙江爱仕达电器股份有限公司。2007年12月27日,公司在浙江省台州市工商行政管理局办理了工商变更登记,企业法人注册登记号为:331081100008368。","Zhejiang Aishida Electric Co.,Ltd.",爱仕达(002403),浙江爱仕达电器股份有限公司,2010-05-11,2007-12-27,民营企业,其它,18.80,"许可经营项目:货运(范围详见《中华人民共和国道路运输经营许可证》,有效期至2015年5月12日);一般经营项目:炊具及配件、餐具及配件制造,销售;日用电器、玻璃制品、金属模具、非金属模具的设计,制造;金属复合材料、化工产品(不含危险化学品、易制毒化学品及监控化学品)的销售;货物进出口、技术进出口(法律、行政法规禁止和限制的项目除外)。",深圳证券交易所
光大证券有限责任公司,"    公司是1993年4月经吉林省经济体制改革委员会[吉改股批(1993)第47号]文批准,由吉林省能源交通总公司作为主发起人与吉林省电力有限公司(原吉林省电力公司)、交通银行长春分行、吉林省信托投资公司、吉林华能发电公司共同发起,以定向募集方式设立的股份有限公司。,
    1993年4月28日公司在吉林省工商行政管理局注册登记,具有法人资格。企业法人营业执照注册号:2200001004185。","Jilin Electric Power CO.,LTD.",吉电股份(000875),吉林电力股份有限公司,2002-09-26,1993-04-28,国有相对控股企业,其它,4.53,火电、水电、新能源(包括风电、太阳能、分布式能源、气电、生物质、核能等)的开发、投资、建设、生产、经营、销售、技术服务、项目建设委托管理;供热、工业供气、供水(冷、热水)、制冷服务(由分支机构凭许可证经营);煤炭的采购与销售;电站检修及运维服务;配电网、供热管网、供水管网的投资、建设、检修和运营管理业务;汽车充电桩设施的建设和经营管理服务;粉煤灰、石膏综合利用开发、销售;燃烧煤烟污染治理服务;自有房屋租赁;电力项目科技咨询;计算机信息系统集成;电力设施承试四级(申请人在取得相关许可审批部门许可文件、证件后方可开展经营活动);电站发电设备及附件的生产、开发和销售(由分支机构凭许可证经营);电力设备加工、安装、检修;冷却设备安装、维护;工程管理及设备试验服务;火电厂环保科技领域内的技术开发、技术咨询和技术服务;环境工程设计、环境污染治理运营;环保成套设备的研发、销售;信息安全技术服务、咨询与评估。,深圳证券交易所
华泰联合证券有限责任公司,"    公司系由原长沙高压开关有限公司整体变更设立的股份有限公司。公司于2006年1月17日在湖南省工商行政管理局注册登记。2010年6月4日,中国证券监督管理委员会以(证监许可[2010]789号),核准本公司公开发行人民币普通股股票不超过2,500万股。并于2010年7月20日在深圳证券交易所挂牌交易,本次发行后公司总股本10,000万股。,
    2010年9月20日,公司完成工商变更登记,取得湖南省工商行政管理局换发的注册号为430000000017539的,公司类型由非上市股份有限公司变更为上市股份有限公司。","Changgao Electric Group Co.,Ltd.",长高集团(002452),湖南长高高压开关集团股份公司,2010-07-20,2006-01-17,民营相对控股企业,其它,25.88,"高压开关、组合电器、断路器等高压电器、高低压成套设备与配电箱、电力自动化装置、设备、软件的研发、设计、生产、销售、技术咨询及系统集成;新能源汽车零配件制造、充电桩和汽车充电设备的制造、建设、运营、技术服务、研发和销售;新能源发电;电力工程设计、总承包、咨询、检修、施工;配售电及电网建设运行维护;实业及房地产投资;企业管理服务;各类资产租赁;各类商品和技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
新时代证券有限责任公司,"    公司由怀集县汽车配件制造有限责任公司依法整体变更设立。经怀集汽配于2008年6月5日召开的股东会决议通过,张弢、欧洪先等45名自然人与同创伟业、鼎晖时代和广州惟扬等3名法人以及1名有限合伙企业南海成长共同签订。公司以怀集汽配截止2007年12月31日经信永中和审计的净资产104,055,028.97元,按照1:0.576618的折股比例全部折为登云汽配股份,共计折合股份数为6,000万股,每股面值为1元人民币。2008年6月24日,公司在肇庆市工商行政管理局办理完成工商登记手续,取得企业法人营业执照,注册号为441224000000134。","Huaiji Dengyun Auto-parts (Holding) Co.,Ltd.",登云股份(002715),怀集登云汽配股份有限公司,2014-02-19,1989-11-08,民营相对控股企业,其它,10.16,"生产、科研所需原辅材料、设备配件及相关技术的进出口(国家法律、法规禁止的除外,国家法律、法规规定需要审批的在取得批准前不得经营),生产销售汽车零部件。",深圳证券交易所
君安证券有限责任公司,"    本公司是于1993年2月经武汉市经济体制改革委员会武体改企[1993〗1号文和武汉市证券管理领导小组办公室武证办[1993〗9号文批准,由北京中联动力化学公司(原名北京中联动力化学技术实业公司)、武汉水利电力大学、武汉东湖新技术创业中心、武汉水利电力大学凯迪科技开发公司共同发起,以定向募集方式设立的股份有限公司。,
    自1995年起,公司连续被武汉市企业信誉评级委员会评为AAA级信用企业,1997年被国家科委认定为国家火炬计划66户国家级重点高新技术企业(集团)之一,1997年,1998年公司被确定为武汉市55家重点工业企业之一。,
    2015年9月24日,公司已完成了工商变更登记手续,取得湖北省武汉市工商行政管理局换发的营业执照,公司名称由“武汉凯迪电力股份有限公司”变更为“凯迪生态环境科技股份有限公司”。英文名称由“WUHAN KAIDI EIECTRIC POWER CO.,LTD.”变更为“KAIDI ECOLOGICAL AND ENVIRONMENTAL TECHNOLOGY CO.,LTD.”。","Kaidi Ecological And Environmental Technology CO.,LTD.",凯迪生态(000939),凯迪生态环境科技股份有限公司,1999-09-23,1993-02-26,民营相对控股企业,其它,6.59,"生态环境技术研发、生态环境工程的投资、建设及运营;电源的开发、投资和经营;电力(热力)生产和销售;灰渣利用;机电设备的安装修理;电力建设总承包,电力及环境工程的勘测、咨询、设计和监理;电厂运营检修、调试服务;生物质燃料/原料的收集、加工、成型、销售,生物质原料加工设备的研发、生产及销售;物流、运输;林业资源的投资、开发利用,园林绿化,农林产品的加工、销售;碳资产的开发及交易;页岩气及煤层气的勘探技术研发,综合利用;煤炭勘探、生产及销售;货物进出口、技术引进转让;投资业务。(上述经营范围中,国家有专项规定的项目经审批后或凭许可证在核定期限内经营。)",深圳证券交易所
宏信证券有限责任公司,"    2002年1月18日,烟台中宠食品有限公司成立。,
    2014年11月24日,有限公司整体变更为股份有限公司,名称变更为烟台中宠食品股份有限公司。","Yantai China Pet Foods Co.,ltd.",中宠股份(002891),烟台中宠食品股份有限公司,2017-08-21,2002-01-18,民营企业,其它,15.46,"生产、加工宠物食品(不含国家出口许可证和配额管理的商品),并销售公司上述所列自产产品。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
招商证券股份有限公司,"    公司是由广东西陇化工有限公司以整体变更方式设立的股份有限公司。,
    2008年12月12日,公司名称变更为广东西陇化工股份有限公司。2008年12月22日,公司名称变更为西陇化工股份有限公司。,
    2015年12月8日,公司名称由“西陇化工股份有限公司”变更为“西陇科学股份有限公司”,英文名称由“XILONG CHEMICAL CO.,LTD.”变更为“XILONG SCIENTIFIC CO.,LTD.”。","Xilong Scientific CO.,LTD.",西陇科学(002584),西陇科学股份有限公司,2011-06-02,2001-11-13,民营企业,其它,12.50,"化工产品及化学试剂【涉及危险化学品项目按安全生产许可证(粤)WH安许证字(2015)0005许可项目生产,有效期至2018年8月9日】、药品、化学肥料、塑料制品的生产;食品添加剂的生产、销售;销售(不带有储存设施经营):3-氨基丙烯(107-11-9)等74种剧毒化学品、2.4-二硝基苯肼(119-26-6)等73种易制爆危险化学品(危险化学品经营许可证汕安经(A)字【2017】0006号,期限至2020年4月23日;)销售(不带有储存设施经营):危险化学品经营品种见许可证汕金平安经(B)字【2017】0006号核准项目经营(期限至2020年4月10日)、日用化学品、玻璃器皿、五金、交电、实验仪器、仪器设备、办公用品、日用百货、办公家具的销售;医疗器械的研发、医疗器械的生产、医疗器械的经营;室内设计装修;设备维修;货物的进出口、技术的进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",深圳证券交易所
中信证券股份有限公司,"    公司前身是杭州滨江房产集团有限公司。2006年11月26日,经滨江集团股东会决议,同意将滨江集团整体变更为股份有限公司,即以截至2006年10月31日的经天健所审计的净资产424,367,992.91元中的420,000,000元按1:1折合股份总额420,000,000股,每股面值1元,净资产超过420,000,000元部分转作公司资本公积-股本溢价。2006年12月6日,杭州滨江房产集团股份有限公司在浙江省工商行政管理局完成工商变更登记,注册资本42,000万元,注册号为:3300001012047。","Hangzhou Binjiang Real Estate Group Co.,Ltd.",滨江集团(002244),杭州滨江房产集团股份有限公司,2008-05-29,1996-08-22,民营企业,其它,20.31,"房地产开发,房屋建筑,商品房销售,水电安装,室内外装璜;含下属分支机构的经营范围;其他无需报经审批的一切合法项目。",深圳证券交易所
海南省证券公司,"    公司系于1992年9月9日经海南省股份制试点领导小组办公室琼股办字(1992)22号文批准,在海南琼港轻骑摩托车开发有限公司的基础上改组设立的规范化股份有限公司。1992年12月30日经海南省工商行政管理局核准登记注册,原注册资本10,000万元。1993年11月23日经中国证券监督管理委员会批准,首次向社会公众发行境内上市人民币普通股2,000万股,并于1994年5月25日在深圳证券交易所上市。","Sundiro Holding Co.,Ltd.",新大洲A(000571),新大洲控股股份有限公司,1994-05-25,1992-12-30,民营企业,其它,6.00,"摩托车工业村开发;旅游业综合开发;农业综合开发经营;摩托车及发动机配件的生产经营;室内外装饰装修工程施工;高科技开发;普通机械配件、电子产品、五金工具、交电商业、日用百货、文体用品、纺织品、橡胶制品、建材、矿产品(专营除外)、化工原料及产品(专营除外)、农副产品的销售;自行车及其配件生产经营;农用机械及其配件、内燃机及其配件生产经营;食品经营。(一般经营项目自主经营,许可经营项目凭相关许可证或者批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
东吴证券股份有限公司,"    公司前身为浙江威星仪表系统集成有限公司,由杭州海兴电器有限公司、浙江威星电子系统软件有限公司及自然人马善炳于2005年8月29日共同出资设立,2009年10月22日,公司更名为浙江威星智能仪表股份有限公司。","Zhejiang Viewshine Intelligent Meter Co.,Ltd.",威星智能(002849),浙江威星智能仪表股份有限公司,2017-02-17,2005-08-29,民营企业,其它,12.08,"生产、加工:电子系统软件及终端产品,智能化机电产品(计量器具制造范围详见《制造计量器具许可证》)。技术开发、技术服务、技术咨询、成果转让:燃气行业管理系统软件及智能终端技术,电子系统软件及终端系列产品,智能化机电产品;销售:企业自产产品;货物进出口(法律、行政法规禁止经营的项目除外,法律、行政法规限制经营的项目取得许可后方可经营)",深圳证券交易所
平安证券有限责任公司,"    本公司前身为深圳市爱施德实业有限公司,系由黄绍武等人于1998年6月共同出资创立,2007年10月,爱施德有限整体变更设立深圳市爱施德实业股份有限公司,2008年4月24日更名为深圳市爱施德股份有限公司。","Shenzhen Aisidi Co.,ltd.",爱施德(002416),深圳市爱施德股份有限公司,2010-05-28,1998-06-08,民营企业,其它,45.00,"投资兴办实业(具体项目另行申报);国内商业、物资供销业(不含专营、专控、专卖商品);进出口业务(按深贸进准字第[2001]0629号文办理);信息咨询(不含限制项目);移动通讯、电子产品及有关配套产品的购销与代理;信息咨询与技术服务;计算机软硬件的技术开发,计算机及配件、五金交电、机械设备、通信器材、无线设备、数码产品的购销;零售连锁;供应链管理(以上项目法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);信息服务业务(仅限互联网信息服务业务);移动通信转售业务;二类医疗器械销售。",深圳证券交易所
长江巴黎百富勤证券有限责任公司,"    公司前身为晋江恒隆制衣有限公司,系经晋江县人民政府晋政(89)外字第241号文批准,于1989年12月25日成立的中外合作经营企业。,
    2001年6月19日,外方股东香港益安公司将其在公司的全部625万元出资分别转让给厦门来尔富贸易有限责任公司500万元、晋江市建利塑料彩色印刷有限公司75万元、厦门维一实业有限公司25万元、晋江市恒隆建材有限公司25万元,公司性质由中外合作经营企业变更为内资性质的有限责任公司。2001年7月14日,经福建省人民政府闽政体股【2001】28号文批准,公司整体变更为福建七匹狼实业股份有限公司,注册资本6,000万元。,
    经中国证券监督管理委员会证监发行字[2004]115号文核准,公司于2004年7月22日向社会公众公开发行人民币普通股(A股)股票2,500万股。经深圳证券交易所深证上[2004]79号文核准于2004年8月6日在深圳证券交易所上市交易。","Fujian Septwolves Industry Co.,Ltd.",七匹狼(002029),福建七匹狼实业股份有限公司,2004-08-06,2001-07-23,民营企业,其它,7.45,"服装服饰产品及服装原辅材料的研发设计、制造及销售,机绣制品、印花的加工,项目投资、股权投资,物业管理,房屋租赁,销售培训、销售咨询,室内装潢,建筑材料、五金交电、百货销售,计算机软硬件服务,对外贸易。(以上经营范围涉及许可经营项目的,应在取得有关部门的许可后方可经营)",深圳证券交易所
财通证券股份有限公司,"    公司前身为浙江今飞凯达轮毂有限公司,成立于2005年2月1日,2011年10月26日,有限公司整体变更设立为浙江今飞凯达轮毂股份有限公司。","Zhejiang Jinfei Kaida Wheel Co.,Ltd.",今飞凯达(002863),浙江今飞凯达轮毂股份有限公司,2017-04-18,2005-02-01,民营企业,其它,5.48,汽车摩托车轮毂及组件生产销售;机械模具开发、设计、制造。,深圳证券交易所
广州证券有限责任公司,"    公司由广州市百货零售业的标志性企业——广州百货大厦改制设立,以广州百货企业集团有限公司作为主发起人,联合其他发起人共同投资组建,其中:主发起人以其全资拥有的广州百货大厦经营性净资产出资,占80%股权;其他股东以现金出资,占20%股权。本公司(0005247)投资892.6万元,持有广州市广百股份有限公司5%的股权。经广州市工商行政管理局2008年9月16日核准,广州市广百股份有限公司工商变更登记手续已办理完毕,公司注册号变更为""4401011112003"";公司注册资本变更为""壹亿陆仟万元"";公司类型变更为""股份有限公司(上市)""。","Guangzhou Grandbuy Co.,Ltd.",广百股份(002187),广州市广百股份有限公司,2007-11-22,2002-04-30,,其它,11.68,"批发和零售贸易(国家专营专控商品除外);销售食品、保健食品、药品、医疗器械、危险化学品、烟、酒、书报刊、音像制品;收购及销售农副产品;验光配镜,镜片加工;普通货运、停车场经营;装卸搬运;设计、制作、代理、发布国内外各类广告;场地出租;洗染服务;摄影扩印服务;企业管理咨询;物业管理;美容理发;修理日用品、家电及钟表;游乐项目(含儿童游乐项目);复印;过塑;物资存储;代办运输、邮购。",深圳证券交易所
平安证券有限责任公司,"    安徽辉隆农资集团股份有限公司系经省供销社(供发改[2008]128号)文件批准,整体变更设立的股份有限公司。2008年12月5日,公司在安徽省工商行政管理局依法注册登记,并领取了注册号为340000000010915的。","Anhui Huilong Agricultural Means Of Production Co.,Ltd.",辉隆股份(002556),安徽辉隆农资集团股份有限公司,2011-03-02,2004-04-08,,其它,37.50,粮食收购；农业生产资料、农机具、化工原料及产品、矿产品、矿山机械、五金、建材、钢材、铝锭及铝产品、食用糖、预包装食品销售；饲料原料收购及加工、销售；农副产品收购、销售；粮食筛选及销售；复合肥生产加工、委托加工；进出口业务（国家限制和禁止的除外）；房屋租赁；商务信息服务；物业管理；仓储服务；农业技术服务。（上述经营范围中依法须经批准的项目经相关部门批准方可开展经营活动）。,深圳证券交易所
天津北方国际信托投资公司,"    公司原为天津水泥股份有限公司,系根据天津市人民政府津证办字(1998)155号文件批准,由天津市建筑材料集团(控股)有限公司、天津市新型建筑材料房地产开发公司、天津市建筑材料进出口公司、天津市天材房地产开发公司及天津市建筑材料科学研究所五家股东发起。,
    经中国证监会证监发字(2000)第22号文件批复公开发行股票,经深圳证券交易所深证上(2000)第24号文件批复,本公司股票于2000年4月6日在深圳证券交易所挂牌交易,本公司正式成为上市公司。","Tianjin Tianbao Infrastructure Co.,Ltd.",天保基建(000965),天津天保基建股份有限公司,2000-04-06,1998-09-30,,其它,4.60,基础设施开发建设、经营;以自有资金对房地产进行投资、商品房销售;房地产中介服务;自有房屋租赁;物业管理;工程项目管理服务。,深圳证券交易所
国信证券股份有限公司,"    公司由2000年5月17日成立的深圳市美盈森环保包装技术有限公司整体变更设立,即按照美盈森技术截至2007年6月30日经审计的净资产133,868,499.89元整体折股为133,800,000股(余额68,499.89元转作股份公司资本公积金),由王海鹏等24名自然人股东作为发起人,以发起方式设立股份有限公司。2007年9月25日,公司在深圳市工商行政管理局完成工商变更登记,并领取了注册号为440306102876659的《企业法人营业执照》。,
    2015年10月12日,公司名称由“深圳市美盈森环保科技股份有限公司”变更为“美盈森集团股份有限公司”,英文名称由“Shenzhen MYS Environmental Protection&Technology Company Ltd.”变更为“MYS GROUP CO.,LTD.”。","Mys Group CO.,LTD.",美盈森(002303),美盈森集团股份有限公司,2009-11-03,2000-05-17,民营企业,其它,25.36,"一般经营项目:轻型环保包装制品、重型环保包装制品、包装材料、包装机械的技术开发及销售;一体化包装方案的技术开发;隐藏信息防伪技术的开发,特种标签材质的精密模切,智能卡终端读写设备的开发与销售;货物及技术进出口;纸制品休闲家居、办公用品、玩具用品的研发、生产和销售(以上均不含法律、行政法规、国务院决定禁止及规定需前置审批项目)。许可经营项目:纸箱、木箱的生产及销售;无线射频标签、高新材料的研发与生产;包装装潢印刷品、其他印刷品印刷;从事普通货运。",深圳证券交易所
国信证券股份有限公司,"    张家港化工机械股份有限公司前身为张家港市化工机械厂。1998年3月18日根据江苏省张家港市经济委员会张经生(1998)第16号文的批复,同意陈玉忠等四百位股东共同组建股份合作制企业""张家港市化工机械厂""。,
    2000年11月12日,经张家港市工商行政管理局(私企)名称预核[2000]第2405号""企业名称预先核准通知书""核准,化机厂名称变更为""张家港市化工机械有限公司""。,
    2014年12月5日,公司在苏州市工商行政管理局办理完毕相关变更手续,并取得新的营业执照。公司名称由“张家港化工机械股份有限公司”变更为“苏州天沃科技股份有限公司”,自2014年12月11日起公司正式启用新名称。","Suzhou Thvow Technology CO.,LTD.",天沃科技(002564),苏州天沃科技股份有限公司,2011-03-10,2001-03-31,民营相对控股企业,其它,29.50,"设计制造:A1级高压容器、A2级第三类低、中压容器;制造:A级锅炉部件(限汽包)。一般经营项目:石油、化工、医学、纺织、化纤、食品机械制造维修;机械配件购销;槽罐车安装销售;海洋工程装备的设计与制造;自营和代理各类商品及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
广发证券股份有限公司,"    公司是由久远集团、锐锋集团、四川银海与李慧霞等20名自然人以货币方式合计出资5,000万元发起设立,2008年11月24日,公司完成了工商注册登记手续。","Sichuan Jiuyuan Yinhai Software Co.,ltd.",久远银海(002777),四川久远银海软件股份有限公司,2015-12-31,2008-11-24,国有企业,其它,11.46,"研制、开发、生产计算机软硬件、网络设备、办公机械、货币专用设备、机电设备(不含九座以下乘用车);智能弱电工程设计、施工;公共安全技术防范工程的设计、施工(以上工程类经营项目凭资质许可证从事经营);货物进出口、技术进出口;医药、医疗咨询服务;开发、销售电子产品、通讯产品(不含无线广播电视发射设备和卫星地面接收设备);增值电信业务经营(未取得相关行政审批,不得开展经营活动);零售:药品(未取得相关行政审批,不得开展经营活动);销售医疗器械(未取得相关行政审批,不得开展经营活动);(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
大鹏证券有限责任公司,"    公司是经山西省人民政府晋政函[1997]72号文批准,由太原双塔刚玉(集团)有限公司和太原东山煤矿有限责任公司共同发起,采用募集方式设立的股份公司,公司经中国证券监督管理委员会证监发字[1997]378号文批准,1997年8月8日在深圳证券交易所上市交易,上市时公司股本总额为15500万元。,
    2016年3月,公司名称由“太原双塔刚玉股份有限公司”变更为“英洛华科技股份有限公司”;英文全称由“Taiyuan Twin Tower Aluminum Oxide Co.,Ltd.”变更为“Innuovo Technology Co.,Ltd.”。","Innuovo Technology Co.,Ltd.",英洛华(000795),英洛华科技股份有限公司,1997-08-08,1997-08-04,民营相对控股企业,其它,5.31,"电机及驱动与控制、物流设备与控制和信息系统、消防智能装备及控制系统集成、稀土永磁材料与制品、金刚石制品的生产、销售、研发和技术服务,自营和代理各类商品及技术的进出口业务,但国家限定经营或禁止进出口的商品和技术除外(仅限子公司)。",深圳证券交易所
中国农业银行厦门信托投资公司,"    公司前身是厦门市海洋渔业开发公司,于1984年10月经厦门市水产局批准成立。,
    1992年5月22日经厦门市经济体制改革委员会厦体改[1992]011号文批准改制为股份有限公司,同年6月向社会公开发行股票,1993年1月18日正式注册成立厦门市海洋渔业开发股份有限公司。,
    1995年2月21日更名为厦门海发投资实业股份有限公司,2001年5月17日更名为厦门旭飞实业股份有限公司,2002年10月29日更名为厦门好时光实业股份有限公司,2005年6月18日更名为厦门旭飞投资股份有限公司。,
    2012年3月23日,公司在福建省厦门市工商行政管理局办理完毕相关变更手续,并于3月27日换取得新营业执照。变更后的公司中文全称为“厦门银润投资股份有限公司”,英文全称为“Xiamen Insight Investment Co.,Ltd.”。,
    2016年7月12日,公司名称由""厦门银润投资股份有限公司""变更为""厦门紫光学大股份有限公司"";英文名称由""Xiamen Insight Investment Co.,Ltd.""变更为""Xiamen Unigroup Xue Co.,Ltd.""。","Xiamen Unigroup Xue Co.,Ltd.",*ST紫学(000526),厦门紫光学大股份有限公司,1993-11-01,1992-07-02,民营企业,其它,3.00,教育辅助服务(不含教育培训及出国留学中介、咨询等须经许可审批的项目);教育咨询(不含教育培训及出国留学中介、咨询等须经许可审批的项目);其他未列明的教育(不含须经行政许可审批的事项);投资咨询(法律、法规另有规定除外);企业管理咨询;其他人力资源服务(不含需经许可审批的项目);软件开发;信息系统集成服务;信息技术咨询服务;其他未列明信息技术服务业(不含需经许可审批的项目);企业总部管理;对第一产业、第二产业、第三产业的投资(法律、法规另有规定除外);投资管理(法律、法规另有规定除外);资产管理(法律、法规另有规定除外);娱乐及体育设备出租;图书出租;音像制品出租;房地产开发经营;物业管理;自有房地产经营活动;其他未列明房地产业。,深圳证券交易所
招商证券股份有限公司,"    1987年8月20日,公司前身无锡市交通工程勘察设计室成立;1997年5月9日,公司更名为无锡市交通工程勘察设计所;1998年6月26日,公司更名为无锡市交通规划勘察设计院;2004年4月27日,公司更名为无锡市交通规划设计研究院有限公司;2010年8月30日,公司更名为江苏中设工程咨询集团有限公司;2015年3月19日,公司更名为江苏中设集团股份有限公司。","Jiangsu Zhongshe Group.Co.,Ltd.",中设股份(002883),江苏中设集团股份有限公司,2017-06-20,1987-08-20,民营企业,其它,15.67,"建设工程咨询服务;规划咨询;项目建议书、可研报告的编制;评估咨询;工程项目管理;工程监理;工程招标代理;工程造价咨询;工程勘察(岩土工程、工程测量、水文地质)、测绘;公路工程、市政工程、水运工程(港口、航道)、风景园林、铁道工程、房屋建筑工程、水利工程、农林工程、住宅小区的设计;城市、交通、城市园林绿化、风景名胜区的规划、设计;工程和技术研究、试验、检测;环境监测;企业管理咨询;房地产咨询;软件开发和技术服务;以下经营范围限分公司经营:打字、复印的服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
